"","age","sex","educ","province","n","logodds_estimate_lib","estimate_lib","logodds_estimate_conservative","estimate_conservative","logodds_estimate_ndp","estimate_ndp","logodds_estimate_bloc","estimate_bloc","logodds_estimate_green","estimate_green","logodds_estimate_people","estimate_people","logodds_estimate_other","estimate_other"
"18",15,"Male","No Highschool Diploma","Quebec",12,-1.17335904544746,0.236248357795938,-1.8396786974443,0.137089296893471,-1.31342923247149,0.211913575218552,-1.68526489463498,0.15639956801339,-2.05387557264025,0.113661361593888,-2.18217775865462,0.101362387817946,-5.55556913457002,0.00385098026444005
"19",15,"Male","No Highschool Diploma","Saskatchewan",6,-2.24166235361114,0.0960710835787158,-0.208137312762813,0.448152710450541,-0.416617146625132,0.397326519939071,-17.5775775008574,2.3235663376071e-08,-2.46391505707339,0.078426904576703,-2.18217775865462,0.101362387817946,-5.55556913457002,0.00385098026444005
"20",16,"Female","Highschool Diploma","Quebec",1,-0.88447685816671,0.292250923639038,-2.16112840257674,0.103295885418494,-1.00257837605817,0.26843478398147,-2.01789371301245,0.11733696114582,-1.88849945154378,0.131415655702494,-3.26291824366444,0.0368654528381231,-5.31252221963725,0.00490529724525107
"21",16,"Female","No Highschool Diploma","Alberta",7,-1.98453816264724,0.120835897902196,-0.0829379178327485,0.479277397890712,-0.823677569701053,0.304983572028138,-17.6153679756288,2.23739612598753e-08,-2.45485795750367,0.0790840211692593,-2.76142399834386,0.0594446988014984,-5.7705272803649,0.00310842055447414
"22",16,"Female","No Highschool Diploma","British Columbia",8,-1.31915672879966,0.210958626043341,-1.43980997857095,0.191574776192952,-0.111786133534172,0.472082532278133,-17.6172709141719,2.23314254719142e-08,-1.22872760922931,0.226404201460533,-2.76142399834386,0.0594446988014984,-5.7705272803649,0.00310842055447414
"23",16,"Female","No Highschool Diploma","Manitoba",3,-1.33821052528736,0.207804491049844,-0.962127728764702,0.276452390436974,-0.334653443999874,0.417108801208391,-17.6022999282304,2.26682640325169e-08,-1.78928405601948,0.143160522734596,-2.76142399834386,0.0594446988014984,-5.7705272803649,0.00310842055447414
"24",16,"Female","No Highschool Diploma","New Brunswick",7,-0.969525364874726,0.274975117166265,-1.57239016705264,0.17187592142963,-0.980551863240138,0.272782295654565,-17.5972852715792,2.27822230848795e-08,-0.830768344411628,0.303482632305343,-2.76142399834386,0.0594446988014984,-5.7705272803649,0.00310842055447414
"25",16,"Female","No Highschool Diploma","Newfoundland and Labrador",3,-0.603981806772641,0.353433248374803,-1.79196667128949,0.142831773053626,-0.0809760065763794,0.479767052958944,-17.5959416623223,2.28128540634352e-08,-2.64496727692009,0.0662998770196404,-2.76142399834386,0.0594446988014984,-5.7705272803649,0.00310842055447414
"26",16,"Female","No Highschool Diploma","Nova Scotia",2,-0.715674864875008,0.328346117249378,-1.80248902892484,0.14154834706351,-0.582994076026028,0.35824394818616,-17.598426934689,2.27562283032808e-08,-1.31690525081392,0.211333639890353,-2.76142399834386,0.0594446988014984,-5.7705272803649,0.00310842055447414
"27",16,"Female","No Highschool Diploma","Ontario",20,-0.904906709887741,0.288043211615227,-1.40749971325702,0.19662871676114,-0.399222360847892,0.401499190380275,-17.663787347928,2.13164370521293e-08,-1.81893425770249,0.139561802731455,-2.76142399834386,0.0594446988014984,-5.7705272803649,0.00310842055447414
"28",16,"Female","No Highschool Diploma","Prince Edward Island",4,-1.00122763412705,0.268700122327042,-1.85783817878393,0.134955228859018,-0.791103712592611,0.311931730065535,-17.5937877542846,2.28620438081191e-08,-0.505577368845932,0.376230864407901,-2.76142399834386,0.0594446988014984,-5.7705272803649,0.00310842055447414
"29",16,"Female","No Highschool Diploma","Quebec",16,-1.06924234620175,0.255547195674708,-2.20494749995293,0.0993070809525774,-0.881804694371497,0.292803941529971,-1.70774553286362,0.153456359208081,-1.88833309387333,0.131434645859836,-2.76142399834386,0.0594446988014984,-5.7705272803649,0.00310842055447414
"30",16,"Female","No Highschool Diploma","Saskatchewan",5,-2.13754565436543,0.105500782862604,-0.573406115271445,0.360451253582573,0.0150073914748591,0.503751777453807,-17.6000581390861,2.27191385032029e-08,-2.29837257830647,0.0912578330910095,-2.76142399834386,0.0594446988014984,-5.7705272803649,0.00310842055447414
"31",16,"Male","Highschool Diploma","British Columbia",1,-1.23338999002446,0.225588648997958,-1.01653341979078,0.265703198129707,-0.690824481642879,0.333849688305618,-17.8792464134964,1.71846991957657e-08,-1.40765220787141,0.196604628931954,-2.7042342980299,0.0627239616934323,-5.08442665500662,0.00615432620109992
"32",16,"Male","No Highschool Diploma","Alberta",7,-2.08353691190708,0.110707273834451,0.296519543571229,0.573591470667374,-1.28194223612309,0.217219793391736,-17.5671952948045,2.34781574488662e-08,-2.63361619847533,0.0670060252479803,-2.20274005270931,0.0995047011953666,-5.54243171573426,0.0039017072916731
"33",16,"Male","No Highschool Diploma","British Columbia",9,-1.4181554780595,0.194950909307083,-1.06035251716697,0.257242093972289,-0.570050799956206,0.361225103109008,-17.5690982333476,2.34335224414903e-08,-1.40748585020097,0.196630906659984,-2.20274005270931,0.0995047011953666,-5.54243171573426,0.0039017072916731
"34",16,"Male","No Highschool Diploma","Manitoba",1,-1.4372092745472,0.191977880431138,-0.582670267360724,0.358318396905852,-0.792918110421908,0.311542438213336,-17.554127247406,2.37869846049398e-08,-1.96804229699114,0.122599318898894,-2.20274005270931,0.0995047011953666,-5.54243171573426,0.0039017072916731
